datetime,device,location,type,value,date,time,day,hour,activity
2019-09-28 10:50:08.657622+00:00,c2a601d9-9,Gym lower,Luminance,19,2019-09-28,10:50:09,7,10,False
2019-09-28 10:51:06.478673+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,10:51:06,7,10,False
2019-09-28 10:57:23.653793+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,10:57:24,7,10,False
2019-09-28 11:18:14.934383+00:00,c2a601d9-7,Bathroom,Luminance,134,2019-09-28,11:18:15,7,11,True
2019-09-28 11:41:15.056325+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,129,2019-09-28,11:41:15,7,11,True
2019-09-28 11:42:48.483209+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,4,2019-09-28,11:42:48,7,11,False
2019-09-28 11:50:08.369521+00:00,c2a601d9-9,Gym lower,Luminance,20,2019-09-28,11:50:08,7,11,False
2019-09-28 11:51:05.669659+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,11:51:06,7,11,False
2019-09-28 11:57:22.657563+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,11:57:23,7,11,False
2019-09-28 12:18:03.326557+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,12:18:03,7,12,False
2019-09-28 12:41:14.765814+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-28,12:41:15,7,12,True
2019-09-28 12:42:47.425862+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-28,12:42:47,7,12,False
2019-09-28 12:50:07.531626+00:00,c2a601d9-9,Gym lower,Luminance,89,2019-09-28,12:50:08,7,12,True
2019-09-28 12:51:04.638472+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,12:51:05,7,12,False
2019-09-28 12:57:20.963286+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1052,2019-09-28,12:57:21,7,12,True
2019-09-28 13:41:14.194342+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,152,2019-09-28,13:41:14,7,13,True
2019-09-28 13:41:14.411745+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,152,2019-09-28,13:41:14,7,13,True
2019-09-28 13:42:46.431578+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,3,2019-09-28,13:42:46,7,13,False
2019-09-28 13:50:05.084368+00:00,c2a601d9-9,Gym lower,Luminance,89,2019-09-28,13:50:05,7,13,True
2019-09-28 13:51:03.904095+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,13:51:04,7,13,False
2019-09-28 13:57:19.951846+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1067,2019-09-28,13:57:20,7,13,True
2019-09-28 14:18:03.652783+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,14:18:04,7,14,False
2019-09-28 14:41:18.614698+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,152,2019-09-28,14:41:19,7,14,True
2019-09-28 14:41:19.088706+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,152,2019-09-28,14:41:19,7,14,True
2019-09-28 14:42:45.403327+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,14:42:45,7,14,False
2019-09-28 14:50:04.081589+00:00,c2a601d9-9,Gym lower,Luminance,91,2019-09-28,14:50:04,7,14,True
2019-09-28 14:51:02.554296+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,1,2019-09-28,14:51:03,7,14,False
2019-09-28 14:57:18.928119+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1039,2019-09-28,14:57:19,7,14,True
2019-09-28 15:41:11.107593+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,148,2019-09-28,15:41:11,7,15,True
2019-09-28 15:42:44.396025+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-28,15:42:44,7,15,False
2019-09-28 15:50:03.930372+00:00,c2a601d9-9,Gym lower,Luminance,92,2019-09-28,15:50:04,7,15,True
2019-09-28 15:50:04.106795+00:00,c2a601d9-9,Gym lower,Luminance,92,2019-09-28,15:50:04,7,15,True
2019-09-28 15:51:01.549236+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,15:51:02,7,15,False
2019-09-28 15:57:17.946545+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1015,2019-09-28,15:57:18,7,15,True
2019-09-28 16:41:10.960593+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,151,2019-09-28,16:41:11,7,16,True
2019-09-28 16:42:43.346750+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,16:42:43,7,16,False
2019-09-28 16:50:02.946325+00:00,c2a601d9-9,Gym lower,Luminance,92,2019-09-28,16:50:03,7,16,True
2019-09-28 16:51:00.510323+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,16:51:01,7,16,False
2019-09-28 16:57:17.045770+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1051,2019-09-28,16:57:17,7,16,True
2019-09-28 17:41:09.054134+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,151,2019-09-28,17:41:09,7,17,True
2019-09-28 17:42:42.375525+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,17:42:42,7,17,False
2019-09-28 17:50:01.576370+00:00,c2a601d9-9,Gym lower,Luminance,92,2019-09-28,17:50:02,7,17,True
2019-09-28 17:50:59.875974+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,1,2019-09-28,17:51:00,7,17,False
2019-09-28 17:57:15.926933+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1069,2019-09-28,17:57:16,7,17,True
2019-09-28 18:41:09.794340+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:10,7,18,True
2019-09-28 18:41:09.864275+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:10,7,18,True
2019-09-28 18:41:10.172337+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:10,7,18,True
2019-09-28 18:41:10.285833+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:10,7,18,True
2019-09-28 18:41:10.838813+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:11,7,18,True
2019-09-28 18:41:10.977112+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:11,7,18,True
2019-09-28 18:41:11.206481+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:11,7,18,True
2019-09-28 18:41:11.309831+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:11,7,18,True
2019-09-28 18:41:11.671612+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,150,2019-09-28,18:41:12,7,18,True
2019-09-28 18:42:41.325770+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,18:42:41,7,18,False
2019-09-28 18:50:00.058034+00:00,c2a601d9-9,Gym lower,Luminance,92,2019-09-28,18:50:00,7,18,True
2019-09-28 18:50:58.598781+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,1,2019-09-28,18:50:59,7,18,False
2019-09-28 18:57:15.004274+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1049,2019-09-28,18:57:15,7,18,True
2019-09-28 19:17:57.018601+00:00,c2a601d9-7,Bathroom,Luminance,166,2019-09-28,19:17:57,7,19,True
2019-09-28 19:41:07.123984+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,146,2019-09-28,19:41:07,7,19,True
2019-09-28 19:42:40.351664+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-28,19:42:40,7,19,False
2019-09-28 19:50:00.299314+00:00,c2a601d9-9,Gym lower,Luminance,235,2019-09-28,19:50:00,7,19,True
2019-09-28 19:50:00.455921+00:00,c2a601d9-9,Gym lower,Luminance,235,2019-09-28,19:50:00,7,19,True
2019-09-28 19:50:57.606795+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,19:50:58,7,19,False
2019-09-28 19:57:13.884506+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1046,2019-09-28,19:57:14,7,19,True
2019-09-28 20:17:48.942119+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,20:17:49,7,20,False
2019-09-28 20:41:07.925126+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,132,2019-09-28,20:41:08,7,20,True
2019-09-28 20:42:39.279005+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,20:42:39,7,20,False
2019-09-28 20:49:58.035627+00:00,c2a601d9-9,Gym lower,Luminance,237,2019-09-28,20:49:58,7,20,True
2019-09-28 20:50:56.590897+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,20:50:57,7,20,False
2019-09-28 20:57:12.874028+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1060,2019-09-28,20:57:13,7,20,True
2019-09-28 21:17:45.229744+00:00,c2a601d9-7,Bathroom,Luminance,161,2019-09-28,21:17:45,7,21,True
2019-09-28 21:41:05.344996+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,144,2019-09-28,21:41:05,7,21,True
2019-09-28 21:41:05.560728+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,144,2019-09-28,21:41:06,7,21,True
2019-09-28 21:42:38.298094+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,21:42:38,7,21,False
2019-09-28 21:49:58.979533+00:00,c2a601d9-9,Gym lower,Luminance,227,2019-09-28,21:49:59,7,21,True
2019-09-28 21:50:55.777694+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,8,2019-09-28,21:50:56,7,21,False
2019-09-28 21:57:11.897151+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1059,2019-09-28,21:57:12,7,21,True
2019-09-28 22:17:46.751476+00:00,c2a601d9-7,Bathroom,Luminance,164,2019-09-28,22:17:47,7,22,True
2019-09-28 22:41:04.747024+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,148,2019-09-28,22:41:05,7,22,True
2019-09-28 22:42:37.277241+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,3,2019-09-28,22:42:37,7,22,False
2019-09-28 22:49:56.917441+00:00,c2a601d9-9,Gym lower,Luminance,233,2019-09-28,22:49:57,7,22,True
2019-09-28 22:49:57.071661+00:00,c2a601d9-9,Gym lower,Luminance,233,2019-09-28,22:49:57,7,22,True
2019-09-28 22:49:57.455307+00:00,c2a601d9-9,Gym lower,Luminance,233,2019-09-28,22:49:57,7,22,True
2019-09-28 22:50:54.640094+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,16,2019-09-28,22:50:55,7,22,False
2019-09-28 22:57:10.875290+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1081,2019-09-28,22:57:11,7,22,True
2019-09-28 23:17:50.350603+00:00,c2a601d9-7,Bathroom,Luminance,178,2019-09-28,23:17:50,7,23,True
2019-09-28 23:17:50.405616+00:00,c2a601d9-7,Bathroom,Luminance,178,2019-09-28,23:17:50,7,23,True
2019-09-28 23:41:03.540238+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,144,2019-09-28,23:41:04,7,23,True
2019-09-28 23:42:36.273474+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,23:42:36,7,23,False
2019-09-28 23:49:55.983326+00:00,c2a601d9-9,Gym lower,Luminance,236,2019-09-28,23:49:56,7,23,True
2019-09-28 23:50:53.644356+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,23:50:54,7,23,False
2019-09-28 23:57:09.815588+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1070,2019-09-28,23:57:10,7,23,True
2019-09-29 00:17:45.588325+00:00,c2a601d9-7,Bathroom,Luminance,3,2019-09-29,00:17:46,8,0,False
2019-09-29 00:37:53.607119+00:00,c2a601d9-7,Bathroom,Luminance,154,2019-09-29,00:37:54,8,0,True
2019-09-29 00:41:03.000202+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,142,2019-09-29,00:41:03,8,0,True
2019-09-29 00:42:35.255941+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-29,00:42:35,8,0,False
2019-09-29 00:49:54.450162+00:00,c2a601d9-9,Gym lower,Luminance,234,2019-09-29,00:49:54,8,0,True
2019-09-29 00:50:52.662426+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,00:50:53,8,0,False
2019-09-29 00:57:08.856568+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1046,2019-09-29,00:57:09,8,0,True
2019-09-29 01:37:37.642888+00:00,c2a601d9-7,Bathroom,Luminance,3,2019-09-29,01:37:38,8,1,False
2019-09-29 01:41:01.531721+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,137,2019-09-29,01:41:02,8,1,True
2019-09-29 01:42:34.202661+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-29,01:42:34,8,1,False
2019-09-29 01:49:54.433909+00:00,c2a601d9-9,Gym lower,Luminance,232,2019-09-29,01:49:54,8,1,True
2019-09-29 01:50:51.619812+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,01:50:52,8,1,False
2019-09-29 01:57:07.793455+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1095,2019-09-29,01:57:08,8,1,True
2019-09-29 02:41:00.840203+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,124,2019-09-29,02:41:01,8,2,True
2019-09-29 02:42:33.142238+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-29,02:42:33,8,2,False
2019-09-29 02:49:54.276640+00:00,c2a601d9-9,Gym lower,Luminance,235,2019-09-29,02:49:54,8,2,True
2019-09-29 02:49:54.343460+00:00,c2a601d9-9,Gym lower,Luminance,235,2019-09-29,02:49:54,8,2,True
2019-09-29 02:49:54.371059+00:00,c2a601d9-9,Gym lower,Luminance,235,2019-09-29,02:49:54,8,2,True
2019-09-29 02:50:50.602427+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,02:50:51,8,2,False
2019-09-29 02:57:06.750566+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1042,2019-09-29,02:57:07,8,2,True
2019-09-29 03:40:59.593054+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-29,03:41:00,8,3,False
2019-09-29 03:42:32.186021+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-29,03:42:32,8,3,False
2019-09-29 03:49:51.126728+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-29,03:49:51,8,3,False
2019-09-29 03:49:51.190884+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-29,03:49:51,8,3,False
2019-09-29 03:50:49.709991+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,03:50:50,8,3,False
2019-09-29 03:57:06.511537+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,03:57:07,8,3,False
2019-09-29 04:40:58.640523+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-29,04:40:59,8,4,False
2019-09-29 04:42:31.215207+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-29,04:42:31,8,4,False
2019-09-29 04:49:50.284590+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-29,04:49:50,8,4,False
2019-09-29 04:50:48.696902+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,04:50:49,8,4,False
2019-09-29 04:57:05.477411+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,04:57:05,8,4,False
2019-09-29 05:40:57.636560+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-29,05:40:58,8,5,False
2019-09-29 05:42:30.155345+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-29,05:42:30,8,5,False
2019-09-29 05:49:49.174097+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-29,05:49:49,8,5,False
2019-09-29 05:50:47.698000+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,05:50:48,8,5,False
2019-09-29 05:57:04.454055+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,05:57:04,8,5,False
2019-09-29 06:40:56.680581+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-29,06:40:57,8,6,False
2019-09-29 06:42:29.160149+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-29,06:42:29,8,6,False
2019-09-29 06:49:48.148779+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-29,06:49:48,8,6,False
2019-09-29 06:50:46.754039+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,06:50:47,8,6,False
2019-09-29 06:57:03.498259+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,06:57:03,8,6,False
2019-09-29 07:40:55.651457+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,141,2019-09-29,07:40:56,8,7,True
2019-09-29 07:42:28.077362+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-29,07:42:28,8,7,False
2019-09-29 07:49:47.580207+00:00,c2a601d9-9,Gym lower,Luminance,16,2019-09-29,07:49:48,8,7,False
2019-09-29 07:50:45.679778+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,07:50:46,8,7,False
2019-09-29 07:57:02.397174+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,07:57:02,8,7,False
2019-09-29 08:40:55.766682+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,147,2019-09-29,08:40:56,8,8,True
2019-09-29 08:42:09.926841+00:00,c2a601d9-9,Gym lower,Luminance,19,2019-09-29,08:42:10,8,8,False
2019-09-29 08:42:27.109348+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-29,08:42:27,8,8,False
2019-09-29 08:50:44.747506+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,08:50:45,8,8,False
2019-09-29 08:56:44.338136+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-29,08:56:44,8,8,False
2019-09-29 08:57:01.449613+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,08:57:01,8,8,False
2019-09-29 09:40:53.833098+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,144,2019-09-29,09:40:54,8,9,True
2019-09-29 09:42:06.484113+00:00,c2a601d9-9,Gym lower,Luminance,291,2019-09-29,09:42:06,8,9,True
2019-09-29 09:42:26.090220+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,15,2019-09-29,09:42:26,8,9,False
2019-09-29 09:50:43.745828+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,3,2019-09-29,09:50:44,8,9,False
2019-09-29 09:56:33.859347+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-29,09:56:34,8,9,False
2019-09-29 09:57:00.438928+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-29,09:57:00,8,9,False
2019-09-29 10:40:52.748600+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,152,2019-09-29,10:40:53,8,10,True
2019-09-29 10:42:05.493735+00:00,c2a601d9-9,Gym lower,Luminance,290,2019-09-29,10:42:05,8,10,True
2019-09-29 10:42:25.066326+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,10,2019-09-29,10:42:25,8,10,False
2019-09-29 10:50:43.124403+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-29,10:50:43,8,10,False
2019-09-29 10:56:32.846072+00:00,c2a601d9-7,Bathroom,Luminance,157,2019-09-29,10:56:33,8,10,True
2019-09-29 10:56:58.742637+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1076,2019-09-29,10:56:59,8,10,True
2019-09-29 11:40:41.286493+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,180,2019-09-29,11:40:41,8,11,True
2019-09-29 11:40:41.378867+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,106,2019-09-29,11:40:41,8,11,True
2019-09-29 11:40:41.477216+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,14,2019-09-29,11:40:41,8,11,False
2019-09-29 11:40:41.583377+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,56,2019-09-29,11:40:42,8,11,True
2019-09-29 11:40:41.689931+00:00,c2a601d9-6,Lab middle room,Luminance,52,2019-09-29,11:40:42,8,11,True
2019-09-29 11:40:41.799336+00:00,c2a601d9-7,Bathroom,Luminance,48,2019-09-29,11:40:42,8,11,True
2019-09-29 11:40:51.728002+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,99,2019-09-29,11:40:52,8,11,True
2019-09-29 11:42:04.438034+00:00,c2a601d9-9,Gym lower,Luminance,241,2019-09-29,11:42:04,8,11,True
2019-09-29 11:42:24.006685+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,9,2019-09-29,11:42:24,8,11,False
2019-09-29 11:50:41.731633+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,2,2019-09-29,11:50:42,8,11,False
2019-09-29 11:56:31.844537+00:00,c2a601d9-7,Bathroom,Luminance,326,2019-09-29,11:56:32,8,11,True
2019-09-29 11:56:57.744814+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,1073,2019-09-29,11:56:58,8,11,True
