datetime,device,location,type,value,date,time,day,hour,activity
2019-09-26 23:50:43.294673+00:00,c2a601d9-9,Gym lower,Luminance,115,2019-09-26,23:50:43,5,23,True
2019-09-26 23:51:41.166379+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,14,2019-09-26,23:51:41,5,23,False
2019-09-26 23:57:59.200902+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,752,2019-09-26,23:57:59,5,23,True
2019-09-27 00:32:28.115434+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,00:32:28,6,0,False
2019-09-27 00:32:29.472217+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,00:32:29,6,0,False
2019-09-27 00:41:49.653838+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,31,2019-09-27,00:41:50,6,0,True
2019-09-27 00:43:24.167348+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,10,2019-09-27,00:43:24,6,0,False
2019-09-27 00:50:42.395193+00:00,c2a601d9-9,Gym lower,Luminance,116,2019-09-27,00:50:42,6,0,True
2019-09-27 00:51:40.213230+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,14,2019-09-27,00:51:40,6,0,False
2019-09-27 00:57:57.940737+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,774,2019-09-27,00:57:58,6,0,True
2019-09-27 01:41:49.609841+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,32,2019-09-27,01:41:50,6,1,True
2019-09-27 01:43:23.100607+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,9,2019-09-27,01:43:23,6,1,False
2019-09-27 01:50:41.281753+00:00,c2a601d9-9,Gym lower,Luminance,115,2019-09-27,01:50:41,6,1,True
2019-09-27 01:51:39.184987+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,14,2019-09-27,01:51:39,6,1,False
2019-09-27 01:57:56.865682+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,767,2019-09-27,01:57:57,6,1,True
2019-09-27 02:32:23.510721+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,02:32:24,6,2,False
2019-09-27 02:41:48.821017+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,29,2019-09-27,02:41:49,6,2,True
2019-09-27 02:43:21.996141+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,9,2019-09-27,02:43:22,6,2,False
2019-09-27 02:50:40.329412+00:00,c2a601d9-9,Gym lower,Luminance,115,2019-09-27,02:50:40,6,2,True
2019-09-27 02:51:38.175867+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,13,2019-09-27,02:51:38,6,2,False
2019-09-27 02:57:57.185215+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,757,2019-09-27,02:57:57,6,2,True
2019-09-27 03:32:15.241632+00:00,c2a601d9-7,Bathroom,Luminance,3,2019-09-27,03:32:15,6,3,False
2019-09-27 03:41:46.790475+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,112,2019-09-27,03:41:47,6,3,True
2019-09-27 03:43:21.237027+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-27,03:43:21,6,3,False
2019-09-27 03:50:39.255356+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,03:50:39,6,3,False
2019-09-27 03:51:37.157322+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,03:51:37,6,3,False
2019-09-27 03:57:55.307999+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,03:57:55,6,3,False
2019-09-27 04:32:14.225652+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,04:32:14,6,4,False
2019-09-27 04:41:45.248075+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,04:41:45,6,4,False
2019-09-27 04:43:20.635706+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,04:43:21,6,4,False
2019-09-27 04:50:40.306813+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,04:50:40,6,4,False
2019-09-27 04:51:36.179809+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,04:51:36,6,4,False
2019-09-27 04:57:53.981862+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,04:57:54,6,4,False
2019-09-27 05:32:13.336990+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,05:32:13,6,5,False
2019-09-27 05:41:44.430625+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,05:41:44,6,5,False
2019-09-27 05:43:19.182413+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,05:43:19,6,5,False
2019-09-27 05:50:38.749707+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,05:50:39,6,5,False
2019-09-27 05:51:35.347300+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,05:51:35,6,5,False
2019-09-27 05:57:53.110149+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,05:57:53,6,5,False
2019-09-27 06:32:12.323947+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,06:32:12,6,6,False
2019-09-27 06:41:43.219930+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,06:41:43,6,6,False
2019-09-27 06:43:17.934941+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,06:43:18,6,6,False
2019-09-27 06:50:36.328288+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,06:50:36,6,6,False
2019-09-27 06:51:34.291908+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,06:51:34,6,6,False
2019-09-27 06:57:52.084408+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,06:57:52,6,6,False
2019-09-27 07:32:11.271064+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,07:32:11,6,7,False
2019-09-27 07:41:42.330705+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,07:41:42,6,7,False
2019-09-27 07:43:17.092829+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,07:43:17,6,7,False
2019-09-27 07:50:36.799447+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,07:50:37,6,7,False
2019-09-27 07:51:33.223132+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,07:51:33,6,7,False
2019-09-27 07:57:50.913437+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,07:57:51,6,7,False
2019-09-27 08:32:10.464130+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,08:32:10,6,8,False
2019-09-27 08:41:41.336825+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,08:41:41,6,8,False
2019-09-27 08:41:41.376677+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,08:41:41,6,8,False
2019-09-27 08:41:41.416405+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,08:41:41,6,8,False
2019-09-27 08:41:41.500043+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,08:41:42,6,8,False
2019-09-27 08:43:16.098543+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,08:43:16,6,8,False
2019-09-27 08:50:34.780193+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,08:50:35,6,8,False
2019-09-27 08:51:32.317089+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,08:51:32,6,8,False
2019-09-27 08:57:49.956779+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,08:57:50,6,8,False
2019-09-27 09:32:09.273954+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,09:32:09,6,9,False
2019-09-27 09:41:44.422531+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,09:41:44,6,9,False
2019-09-27 09:43:14.991086+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,09:43:15,6,9,False
2019-09-27 09:50:34.626015+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,09:50:35,6,9,False
2019-09-27 09:51:31.265698+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,09:51:31,6,9,False
2019-09-27 09:57:48.956373+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,09:57:49,6,9,False
2019-09-27 10:32:08.384121+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,10:32:08,6,10,False
2019-09-27 10:41:39.425066+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,10:41:39,6,10,False
2019-09-27 10:43:14.014957+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,10:43:14,6,10,False
2019-09-27 10:50:33.544505+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,10:50:34,6,10,False
2019-09-27 10:51:30.293591+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,10:51:30,6,10,False
2019-09-27 10:57:47.943141+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,10:57:48,6,10,False
2019-09-27 11:32:07.339387+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,11:32:07,6,11,False
2019-09-27 11:41:38.394624+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-27,11:41:38,6,11,False
2019-09-27 11:43:13.192586+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-27,11:43:13,6,11,False
2019-09-27 11:50:31.525346+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,11:50:32,6,11,False
2019-09-27 11:51:35.739604+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,11:51:36,6,11,False
2019-09-27 11:57:47.437508+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-27,11:57:47,6,11,False
2019-09-27 12:41:37.846227+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,133,2019-09-27,12:41:38,6,12,True
2019-09-27 12:43:11.883733+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-27,12:43:12,6,12,False
2019-09-27 12:50:30.596518+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,12:50:31,6,12,False
2019-09-27 12:50:30.663289+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,12:50:31,6,12,False
2019-09-27 12:50:30.718879+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,12:50:31,6,12,False
2019-09-27 12:50:30.931372+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,12:50:31,6,12,False
2019-09-27 12:51:28.970242+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,12:51:29,6,12,False
2019-09-27 12:57:47.073173+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,716,2019-09-27,12:57:47,6,12,True
2019-09-27 13:32:15.563978+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,13:32:16,6,13,False
2019-09-27 13:32:17.469913+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,13:32:17,6,13,False
2019-09-27 13:41:36.837090+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-27,13:41:37,6,13,True
2019-09-27 13:43:10.832978+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-27,13:43:11,6,13,False
2019-09-27 13:50:30.672867+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-27,13:50:31,6,13,False
2019-09-27 13:51:27.425679+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,13:51:27,6,13,False
2019-09-27 13:57:44.437882+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,705,2019-09-27,13:57:44,6,13,True
2019-09-27 14:41:35.927376+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,129,2019-09-27,14:41:36,6,14,True
2019-09-27 14:43:09.894198+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-27,14:43:10,6,14,False
2019-09-27 14:50:28.277080+00:00,c2a601d9-9,Gym lower,Luminance,120,2019-09-27,14:50:28,6,14,True
2019-09-27 14:51:26.536697+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,14:51:27,6,14,False
2019-09-27 14:57:43.459871+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,729,2019-09-27,14:57:43,6,14,True
2019-09-27 15:41:34.868182+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,124,2019-09-27,15:41:35,6,15,True
2019-09-27 15:43:08.795678+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-27,15:43:09,6,15,False
2019-09-27 15:50:27.163635+00:00,c2a601d9-9,Gym lower,Luminance,116,2019-09-27,15:50:27,6,15,True
2019-09-27 15:51:25.490738+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,15:51:25,6,15,False
2019-09-27 15:57:42.969404+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,720,2019-09-27,15:57:43,6,15,True
2019-09-27 16:32:03.580478+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-27,16:32:04,6,16,False
2019-09-27 16:41:33.901049+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,133,2019-09-27,16:41:34,6,16,True
2019-09-27 16:43:07.777117+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,5,2019-09-27,16:43:08,6,16,False
2019-09-27 16:50:26.202734+00:00,c2a601d9-9,Gym lower,Luminance,116,2019-09-27,16:50:26,6,16,True
2019-09-27 16:51:24.461361+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,16:51:24,6,16,False
2019-09-27 16:57:41.763280+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,696,2019-09-27,16:57:42,6,16,True
2019-09-27 17:32:03.264070+00:00,c2a601d9-7,Bathroom,Luminance,152,2019-09-27,17:32:03,6,17,True
2019-09-27 17:41:32.560229+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,125,2019-09-27,17:41:33,6,17,True
2019-09-27 17:43:06.817222+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-27,17:43:07,6,17,False
2019-09-27 17:50:25.438953+00:00,c2a601d9-9,Gym lower,Luminance,113,2019-09-27,17:50:25,6,17,True
2019-09-27 17:51:24.058109+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,17:51:24,6,17,False
2019-09-27 17:57:41.871158+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,711,2019-09-27,17:57:42,6,17,True
2019-09-27 17:57:42.188157+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,711,2019-09-27,17:57:42,6,17,True
2019-09-27 18:32:01.919527+00:00,c2a601d9-7,Bathroom,Luminance,158,2019-09-27,18:32:02,6,18,True
2019-09-27 18:41:31.521573+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,126,2019-09-27,18:41:32,6,18,True
2019-09-27 18:43:05.762817+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-27,18:43:06,6,18,False
2019-09-27 18:50:24.330963+00:00,c2a601d9-9,Gym lower,Luminance,113,2019-09-27,18:50:24,6,18,True
2019-09-27 18:51:22.660492+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,18:51:23,6,18,False
2019-09-27 18:57:39.893868+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,697,2019-09-27,18:57:40,6,18,True
2019-09-27 19:31:59.712053+00:00,c2a601d9-7,Bathroom,Luminance,153,2019-09-27,19:32:00,6,19,True
2019-09-27 19:32:01.328227+00:00,c2a601d9-7,Bathroom,Luminance,153,2019-09-27,19:32:01,6,19,True
2019-09-27 19:41:30.552843+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,133,2019-09-27,19:41:31,6,19,True
2019-09-27 19:43:04.766272+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-27,19:43:05,6,19,False
2019-09-27 19:50:23.289329+00:00,c2a601d9-9,Gym lower,Luminance,116,2019-09-27,19:50:23,6,19,True
2019-09-27 19:51:21.361526+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,19:51:21,6,19,False
2019-09-27 19:57:38.376208+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,712,2019-09-27,19:57:38,6,19,True
2019-09-27 20:41:29.615611+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,128,2019-09-27,20:41:30,6,20,True
2019-09-27 20:43:03.774148+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-27,20:43:04,6,20,False
2019-09-27 20:50:22.206117+00:00,c2a601d9-9,Gym lower,Luminance,115,2019-09-27,20:50:22,6,20,True
2019-09-27 20:51:20.450481+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,20:51:20,6,20,False
2019-09-27 20:57:37.397768+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,720,2019-09-27,20:57:37,6,20,True
2019-09-27 21:31:57.387689+00:00,c2a601d9-7,Bathroom,Luminance,170,2019-09-27,21:31:57,6,21,True
2019-09-27 21:41:28.577004+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,130,2019-09-27,21:41:29,6,21,True
2019-09-27 21:43:02.704618+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-27,21:43:03,6,21,False
2019-09-27 21:50:21.163385+00:00,c2a601d9-9,Gym lower,Luminance,116,2019-09-27,21:50:21,6,21,True
2019-09-27 21:51:19.340214+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,21:51:19,6,21,False
2019-09-27 21:57:36.355713+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,720,2019-09-27,21:57:36,6,21,True
2019-09-27 22:31:58.049925+00:00,c2a601d9-7,Bathroom,Luminance,169,2019-09-27,22:31:58,6,22,True
2019-09-27 22:41:27.600223+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-27,22:41:28,6,22,True
2019-09-27 22:43:01.695930+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-27,22:43:02,6,22,False
2019-09-27 22:50:20.149892+00:00,c2a601d9-9,Gym lower,Luminance,117,2019-09-27,22:50:20,6,22,True
2019-09-27 22:51:18.352291+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,22:51:18,6,22,False
2019-09-27 22:57:35.335711+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,722,2019-09-27,22:57:35,6,22,True
2019-09-27 23:31:55.403102+00:00,c2a601d9-7,Bathroom,Luminance,173,2019-09-27,23:31:55,6,23,True
2019-09-27 23:41:26.624290+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,132,2019-09-27,23:41:27,6,23,True
2019-09-27 23:41:26.648778+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,132,2019-09-27,23:41:27,6,23,True
2019-09-27 23:43:00.683099+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-27,23:43:01,6,23,False
2019-09-27 23:50:19.480879+00:00,c2a601d9-9,Gym lower,Luminance,115,2019-09-27,23:50:19,6,23,True
2019-09-27 23:50:19.539761+00:00,c2a601d9-9,Gym lower,Luminance,115,2019-09-27,23:50:20,6,23,True
2019-09-27 23:51:17.392144+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-27,23:51:17,6,23,False
2019-09-27 23:57:36.304285+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,684,2019-09-27,23:57:36,6,23,True
2019-09-28 00:31:54.433548+00:00,c2a601d9-7,Bathroom,Luminance,180,2019-09-28,00:31:54,7,0,True
2019-09-28 00:41:25.655880+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,134,2019-09-28,00:41:26,7,0,True
2019-09-28 00:42:59.672687+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,00:43:00,7,0,False
2019-09-28 00:50:18.183709+00:00,c2a601d9-9,Gym lower,Luminance,99,2019-09-28,00:50:18,7,0,True
2019-09-28 00:51:16.405899+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,00:51:16,7,0,False
2019-09-28 00:57:33.359664+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,671,2019-09-28,00:57:33,7,0,True
2019-09-28 01:41:24.638375+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,137,2019-09-28,01:41:25,7,1,True
2019-09-28 01:42:58.615257+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,01:42:59,7,1,False
2019-09-28 01:50:18.652664+00:00,c2a601d9-9,Gym lower,Luminance,239,2019-09-28,01:50:19,7,1,True
2019-09-28 01:51:15.361161+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,01:51:15,7,1,False
2019-09-28 01:57:32.326455+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,667,2019-09-28,01:57:32,7,1,True
2019-09-28 02:32:03.246633+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,02:32:03,7,2,False
2019-09-28 02:41:23.668621+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,134,2019-09-28,02:41:24,7,2,True
2019-09-28 02:42:57.617273+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,7,2019-09-28,02:42:58,7,2,False
2019-09-28 02:50:16.669780+00:00,c2a601d9-9,Gym lower,Luminance,243,2019-09-28,02:50:17,7,2,True
2019-09-28 02:51:14.379554+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,02:51:14,7,2,False
2019-09-28 02:57:31.635588+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,676,2019-09-28,02:57:32,7,2,True
2019-09-28 03:41:22.782366+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,152,2019-09-28,03:41:23,7,3,True
2019-09-28 03:42:56.623403+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,10,2019-09-28,03:42:57,7,3,False
2019-09-28 03:50:18.042795+00:00,c2a601d9-9,Gym lower,Luminance,237,2019-09-28,03:50:18,7,3,True
2019-09-28 03:51:13.407772+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,03:51:13,7,3,False
2019-09-28 03:57:30.645758+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,663,2019-09-28,03:57:31,7,3,True
2019-09-28 04:41:21.708224+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-28,04:41:22,7,4,False
2019-09-28 04:42:55.576564+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-28,04:42:56,7,4,False
2019-09-28 04:50:15.345206+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-28,04:50:15,7,4,False
2019-09-28 04:50:15.468324+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-28,04:50:15,7,4,False
2019-09-28 04:51:12.499500+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,04:51:12,7,4,False
2019-09-28 04:57:30.449985+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,04:57:30,7,4,False
2019-09-28 05:31:59.474250+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,05:31:59,7,5,False
2019-09-28 05:41:20.769902+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-28,05:41:21,7,5,False
2019-09-28 05:42:54.551268+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-28,05:42:55,7,5,False
2019-09-28 05:50:20.182239+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-28,05:50:20,7,5,False
2019-09-28 05:51:11.567985+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,05:51:12,7,5,False
2019-09-28 05:57:28.692732+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,05:57:29,7,5,False
2019-09-28 06:41:19.766536+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-28,06:41:20,7,6,False
2019-09-28 06:42:53.552499+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-28,06:42:54,7,6,False
2019-09-28 06:50:12.116580+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-28,06:50:12,7,6,False
2019-09-28 06:51:10.447335+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,06:51:10,7,6,False
2019-09-28 06:57:27.673657+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,06:57:28,7,6,False
2019-09-28 07:31:57.692979+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,07:31:58,7,7,False
2019-09-28 07:41:18.831217+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-28,07:41:19,7,7,False
2019-09-28 07:42:52.580903+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-28,07:42:53,7,7,False
2019-09-28 07:50:17.867209+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-28,07:50:18,7,7,False
2019-09-28 07:51:09.650468+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,07:51:10,7,7,False
2019-09-28 07:57:26.723425+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,07:57:27,7,7,False
2019-09-28 08:41:17.850086+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,0,2019-09-28,08:41:18,7,8,False
2019-09-28 08:42:51.536518+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,0,2019-09-28,08:42:52,7,8,False
2019-09-28 08:50:11.666119+00:00,c2a601d9-9,Gym lower,Luminance,0,2019-09-28,08:50:12,7,8,False
2019-09-28 08:51:08.611007+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,08:51:09,7,8,False
2019-09-28 08:57:25.649758+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,08:57:26,7,8,False
2019-09-28 09:41:16.807957+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,128,2019-09-28,09:41:17,7,9,True
2019-09-28 09:42:50.506877+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,6,2019-09-28,09:42:51,7,9,False
2019-09-28 09:50:09.182869+00:00,c2a601d9-9,Gym lower,Luminance,19,2019-09-28,09:50:09,7,9,False
2019-09-28 09:51:07.530943+00:00,c2a601d9-3,Sleeping Quarters lower,Luminance,0,2019-09-28,09:51:08,7,9,False
2019-09-28 09:57:24.617650+00:00,c2a601d9-2,Sleeping Quarters upper,Luminance,0,2019-09-28,09:57:25,7,9,False
2019-09-28 10:31:52.059997+00:00,c2a601d9-7,Bathroom,Luminance,0,2019-09-28,10:31:52,7,10,False
2019-09-28 10:41:15.890346+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-28,10:41:16,7,10,True
2019-09-28 10:41:15.959877+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-28,10:41:16,7,10,True
2019-09-28 10:41:15.999471+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-28,10:41:16,7,10,True
2019-09-28 10:41:16.069494+00:00,c2a601d9-4,Kitchen Lab Table,Luminance,131,2019-09-28,10:41:16,7,10,True
2019-09-28 10:42:49.487969+00:00,c2a601d9-5,Kitchen behind glovebox,Luminance,4,2019-09-28,10:42:49,7,10,False
